space_type,area_sqm,length_m,width_m,sunlight_hours,shade_level,wind_exposure,water_access,drainage_quality,avg_day_temp_c,peak_surface_temp_c,humidity_pct,rainfall_level,heat_island_score,maintenance_level,budget_level,preferred_style,edible_preference,flowering_preference,pet_safe_required,irrigation_allowed,data_source,species_aloe_vera,species_basil_sweet,species_bougainvillea,species_cherry_tomato,species_chilli,species_coriander,species_curry_leaf,species_geranium_pelargonium,species_hibiscus,species_jade_plant,species_lemongrass,species_malabar_spinach,species_marigold,species_mint,species_plumeria,species_portulaca,species_pothos,species_prickly_pear,species_sedum,species_snake_plant,species_spider_plant,species_tulsi_holy,species_vinca,species_zinnia
TERRACE_outdoor,1.75,1.57,1.11,11.4,LOW,0.201,SPOUT_NEAR,OK,38.2,55.7,34,MODERATE,0.478,3,1,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
ROOFTOP_outdoor,3.24,2.19,1.48,5.3,LOW,0.85,CARRY_BUCKETS,GOOD,39.7,56.7,47,MODERATE,0.374,2,3,food_garden,0,1,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1
TERRACE_outdoor,2.45,1.76,1.39,8.0,MEDIUM,0.585,RAIN_ONLY,OK,38.4,54.4,87,HEAVY,0.543,3,1,food_garden,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
TERRACE_outdoor,10.46,2.88,3.63,7.0,MEDIUM,0.421,HOSE_ON_DECK,POOR,40.4,51.4,79,MODERATE,0.886,2,2,ornamental_color,0,1,0,0,synthetic_bootstrap_v1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
ROOFTOP_outdoor,6.35,2.42,2.62,8.6,LOW,0.295,CARRY_BUCKETS,OK,38.6,48.2,33,MODERATE,0.532,3,1,food_garden,1,1,0,0,synthetic_bootstrap_v1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
ROOFTOP_outdoor,3.73,1.84,2.03,9.6,LOW,0.239,CARRY_BUCKETS,GOOD,36.9,51.6,77,DRY,0.926,0,1,food_garden,1,1,0,0,synthetic_bootstrap_v1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
BALCONY_indoor,1.87,1.39,1.35,3.4,HIGH,0.251,RAIN_ONLY,GOOD,36.1,51.5,54,DRY,0.597,3,1,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
ROOFTOP_outdoor,4.73,2.56,1.85,6.4,LOW,0.52,SPOUT_NEAR,GOOD,31.1,50.3,64,MODERATE,0.926,0,3,ornamental_color,1,1,0,0,synthetic_bootstrap_v1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
ROOFTOP_outdoor,4.78,2.23,2.14,6.6,LOW,0.836,CARRY_BUCKETS,OK,38.1,45.2,78,MODERATE,0.441,2,1,ornamental_color,1,1,1,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
TERRACE_outdoor,2.75,1.72,1.6,6.6,MEDIUM,0.686,CARRY_BUCKETS,POOR,28.5,35.9,76,DRY,0.79,2,0,cooling_green,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
ROOFTOP_outdoor,3.97,2.48,1.6,8.4,LOW,0.39,CARRY_BUCKETS,GOOD,30.9,45.8,51,DRY,0.811,3,1,ornamental_color,0,0,0,1,synthetic_bootstrap_v1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
TERRACE_outdoor,4.95,2.49,1.99,8.2,MEDIUM,0.227,SPOUT_NEAR,OK,39.7,45.9,57,MODERATE,0.757,0,1,cooling_green,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
BALCONY_outdoor,2.92,2.13,1.37,3.7,LOW,0.114,SPOUT_NEAR,OK,31.5,37.6,50,MODERATE,0.929,2,3,mixed_edible_ornamental,0,0,0,1,synthetic_bootstrap_v1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
TERRACE_outdoor,2.44,1.64,1.49,5.0,MEDIUM,0.845,SPOUT_NEAR,OK,28.7,36.6,84,MODERATE,0.825,1,1,cooling_green,0,1,0,1,synthetic_bootstrap_v1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TERRACE_outdoor,7.3,2.69,2.71,8.3,LOW,0.476,RAIN_ONLY,OK,39.9,52.2,44,HEAVY,0.599,2,1,ornamental_color,1,1,0,0,synthetic_bootstrap_v1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
BALCONY_outdoor,5.18,1.94,2.67,8.6,MEDIUM,0.545,CARRY_BUCKETS,OK,29.9,37.2,76,MODERATE,0.358,3,1,ornamental_color,1,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
ROOFTOP_outdoor,3.51,1.95,1.8,6.3,LOW,0.637,HOSE_ON_DECK,GOOD,31.1,42.4,74,HEAVY,0.855,3,2,ornamental_color,1,0,1,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
BALCONY_outdoor,4.07,2.31,1.76,4.3,MEDIUM,0.487,CARRY_BUCKETS,POOR,28.4,44.5,66,HEAVY,0.429,0,2,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
BALCONY_indoor,3.13,1.55,2.02,4.6,MEDIUM,0.785,SPOUT_NEAR,GOOD,35.3,49.8,42,HEAVY,0.692,2,2,food_garden,1,0,0,1,synthetic_bootstrap_v1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BALCONY_outdoor,3.39,1.92,1.77,5.9,LOW,0.696,CARRY_BUCKETS,OK,38.7,48.1,36,MODERATE,0.598,1,1,ornamental_color,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
BALCONY_indoor,9.05,3.42,2.65,3.2,HIGH,0.481,HOSE_ON_DECK,GOOD,36.7,43.5,42,MODERATE,0.855,1,1,cooling_green,0,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
TERRACE_outdoor,9.25,3.37,2.74,8.7,LOW,0.281,CARRY_BUCKETS,OK,29.9,37.6,82,MODERATE,0.576,1,3,mixed_edible_ornamental,0,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
ROOFTOP_outdoor,4.53,2.64,1.72,6.8,LOW,0.882,CARRY_BUCKETS,OK,39.1,52.0,47,MODERATE,0.768,3,0,ornamental_color,1,0,0,0,synthetic_bootstrap_v1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
TERRACE_outdoor,3.02,1.78,1.7,11.4,LOW,0.718,RAIN_ONLY,OK,36.7,44.2,36,DRY,0.855,0,1,ornamental_color,0,0,0,0,synthetic_bootstrap_v1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
BALCONY_outdoor,8.19,2.57,3.19,6.2,MEDIUM,0.62,CARRY_BUCKETS,OK,33.3,42.6,43,MODERATE,0.615,2,1,cooling_green,1,1,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
ROOFTOP_outdoor,4.59,2.47,1.86,5.9,MEDIUM,0.423,SPOUT_NEAR,OK,39.8,57.4,47,HEAVY,0.84,1,2,cooling_green,0,0,0,1,synthetic_bootstrap_v1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ROOFTOP_outdoor,5.94,2.89,2.06,7.3,LOW,0.34,CARRY_BUCKETS,OK,35.1,46.1,41,MODERATE,0.355,0,2,food_garden,1,0,0,0,synthetic_bootstrap_v1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
ROOFTOP_outdoor,6.77,2.58,2.62,6.9,LOW,0.318,SPOUT_NEAR,OK,30.7,43.0,74,DRY,0.921,2,1,minimal_low_care,1,1,0,1,synthetic_bootstrap_v1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
BALCONY_indoor,5.04,2.44,2.07,2.9,HIGH,0.414,RAIN_ONLY,POOR,34.3,52.4,85,MODERATE,0.751,1,2,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
BALCONY_outdoor,2.84,2.06,1.38,3.1,HIGH,0.239,SPOUT_NEAR,GOOD,36.9,50.8,51,MODERATE,0.714,3,1,mixed_edible_ornamental,1,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
TERRACE_outdoor,13.34,4.19,3.18,6.9,LOW,0.117,CARRY_BUCKETS,POOR,34.4,44.7,85,HEAVY,0.596,1,3,mixed_edible_ornamental,0,1,0,0,synthetic_bootstrap_v1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
ROOFTOP_outdoor,10.82,3.31,3.27,10.1,LOW,0.821,HOSE_ON_DECK,OK,34.5,54.4,39,MODERATE,0.351,0,2,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
ROOFTOP_indoor,1.53,1.27,1.2,2.7,MEDIUM,0.905,CARRY_BUCKETS,OK,35.2,43.4,38,MODERATE,0.791,0,2,minimal_low_care,0,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
BALCONY_indoor,4.29,2.01,2.13,3.5,LOW,0.289,CARRY_BUCKETS,OK,34.5,41.1,55,HEAVY,0.782,1,1,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
BALCONY_outdoor,4.77,2.49,1.92,3.3,HIGH,0.747,RAIN_ONLY,OK,33.0,47.9,79,MODERATE,0.952,1,0,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BALCONY_outdoor,3.14,2.09,1.5,4.1,LOW,0.627,RAIN_ONLY,OK,34.8,41.8,41,HEAVY,0.872,3,2,ornamental_color,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0
ROOFTOP_outdoor,4.68,2.32,2.02,5.9,MEDIUM,0.767,CARRY_BUCKETS,GOOD,37.5,47.5,74,MODERATE,0.944,1,2,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
BALCONY_indoor,7.73,2.85,2.71,4.0,MEDIUM,0.776,CARRY_BUCKETS,POOR,38.9,54.1,39,DRY,0.808,1,1,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
BALCONY_outdoor,1.5,1.15,1.3,8.8,LOW,0.299,SPOUT_NEAR,GOOD,34.1,53.7,63,HEAVY,0.588,2,2,cooling_green,0,0,0,0,synthetic_bootstrap_v1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
ROOFTOP_outdoor,2.19,1.45,1.51,8.7,LOW,0.522,SPOUT_NEAR,GOOD,33.0,49.9,70,MODERATE,0.394,2,1,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TERRACE_outdoor,5.8,2.85,2.04,10.8,LOW,0.338,CARRY_BUCKETS,POOR,37.3,50.6,55,MODERATE,0.879,1,0,cooling_green,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0
BALCONY_indoor,3.96,1.86,2.13,4.1,MEDIUM,0.786,CARRY_BUCKETS,GOOD,36.6,47.3,37,MODERATE,0.503,3,2,cooling_green,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
BALCONY_indoor,1.5,1.52,0.99,2.8,HIGH,0.558,CARRY_BUCKETS,GOOD,37.1,45.8,73,HEAVY,0.471,2,2,ornamental_color,1,1,0,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1
ROOFTOP_outdoor,7.13,3.04,2.35,9.5,LOW,0.856,SPOUT_NEAR,POOR,34.3,48.9,49,HEAVY,0.832,3,1,cooling_green,1,0,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
ROOFTOP_outdoor,2.77,1.51,1.83,8.8,LOW,0.9,RAIN_ONLY,OK,30.5,49.2,54,HEAVY,0.845,1,2,food_garden,1,0,1,0,synthetic_bootstrap_v1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
BALCONY_indoor,4.94,2.59,1.91,1.6,MEDIUM,0.527,HOSE_ON_DECK,OK,28.8,48.2,52,HEAVY,0.751,3,1,food_garden,1,1,0,0,synthetic_bootstrap_v1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
BALCONY_indoor,4.84,2.09,2.32,4.4,MEDIUM,0.204,CARRY_BUCKETS,OK,33.1,41.7,38,HEAVY,0.73,1,2,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
ROOFTOP_outdoor,13.28,3.8,3.49,9.0,LOW,0.649,CARRY_BUCKETS,GOOD,33.5,52.0,60,DRY,0.586,2,2,cooling_green,0,1,0,0,synthetic_bootstrap_v1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
TERRACE_outdoor,3.29,1.91,1.72,11.0,LOW,0.282,SPOUT_NEAR,POOR,28.2,40.2,75,HEAVY,0.933,2,3,food_garden,1,1,0,0,synthetic_bootstrap_v1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
ROOFTOP_outdoor,4.9,2.49,1.97,10.2,LOW,0.518,HOSE_ON_DECK,OK,33.1,39.9,72,MODERATE,0.538,2,3,minimal_low_care,0,0,0,1,synthetic_bootstrap_v1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
BALCONY_outdoor,1.86,1.19,1.56,8.6,LOW,0.714,CARRY_BUCKETS,OK,34.1,43.7,73,MODERATE,0.893,0,3,food_garden,1,0,0,0,synthetic_bootstrap_v1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
ROOFTOP_outdoor,2.87,1.67,1.72,9.7,MEDIUM,0.243,SPOUT_NEAR,POOR,36.2,45.5,55,MODERATE,0.456,1,1,ornamental_color,1,1,0,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0
ROOFTOP_outdoor,4.88,2.6,1.88,5.2,MEDIUM,0.729,CARRY_BUCKETS,GOOD,32.7,46.6,85,MODERATE,0.423,2,3,cooling_green,0,0,1,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1
TERRACE_outdoor,7.29,3.01,2.42,9.1,LOW,0.896,RAIN_ONLY,GOOD,37.1,43.9,78,HEAVY,0.918,0,1,food_garden,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
BALCONY_outdoor,10.23,3.41,3.0,5.6,MEDIUM,0.896,HOSE_ON_DECK,GOOD,32.6,41.0,57,MODERATE,0.578,2,0,mixed_edible_ornamental,0,1,0,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0
BALCONY_indoor,3.79,2.25,1.68,4.0,MEDIUM,0.693,CARRY_BUCKETS,GOOD,29.5,37.5,78,MODERATE,0.952,2,3,cooling_green,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
ROOFTOP_outdoor,7.47,2.81,2.66,7.4,LOW,0.229,CARRY_BUCKETS,OK,34.6,51.7,42,MODERATE,0.375,0,1,ornamental_color,1,0,0,1,synthetic_bootstrap_v1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ROOFTOP_outdoor,17.88,4.55,3.93,6.9,LOW,0.145,CARRY_BUCKETS,GOOD,30.8,37.8,69,HEAVY,0.609,1,2,minimal_low_care,1,0,0,0,synthetic_bootstrap_v1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
TERRACE_outdoor,1.6,1.52,1.05,10.8,LOW,0.236,HOSE_ON_DECK,POOR,33.2,51.3,55,DRY,0.82,2,1,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
BALCONY_outdoor,3.81,2.33,1.64,7.9,MEDIUM,0.547,SPOUT_NEAR,GOOD,30.6,42.5,67,MODERATE,0.692,2,1,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
ROOFTOP_outdoor,4.23,1.82,2.32,8.3,MEDIUM,0.585,CARRY_BUCKETS,OK,30.5,41.9,74,DRY,0.62,1,0,cooling_green,1,1,0,0,synthetic_bootstrap_v1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
ROOFTOP_outdoor,1.5,1.44,1.04,9.7,MEDIUM,0.744,SPOUT_NEAR,OK,33.9,43.4,82,DRY,0.844,3,1,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
TERRACE_outdoor,3.53,2.15,1.64,5.7,MEDIUM,0.289,RAIN_ONLY,POOR,37.1,44.1,86,MODERATE,0.478,1,3,cooling_green,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
BALCONY_outdoor,5.11,2.75,1.86,7.9,LOW,0.868,RAIN_ONLY,POOR,31.2,37.7,81,MODERATE,0.567,1,1,mixed_edible_ornamental,1,0,0,0,synthetic_bootstrap_v1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ROOFTOP_outdoor,1.61,1.18,1.36,10.6,LOW,0.509,HOSE_ON_DECK,GOOD,33.8,51.7,34,HEAVY,0.71,2,2,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
ROOFTOP_outdoor,2.35,1.77,1.33,9.3,LOW,0.645,RAIN_ONLY,GOOD,30.0,44.6,60,MODERATE,0.542,1,1,food_garden,1,1,0,1,synthetic_bootstrap_v1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ROOFTOP_outdoor,4.4,1.8,2.44,8.1,LOW,0.204,RAIN_ONLY,OK,28.8,36.2,87,DRY,0.637,0,2,cooling_green,0,0,1,1,synthetic_bootstrap_v1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
ROOFTOP_outdoor,2.07,1.28,1.62,6.5,LOW,0.871,CARRY_BUCKETS,POOR,31.9,44.8,71,DRY,0.665,3,1,mixed_edible_ornamental,1,1,0,0,synthetic_bootstrap_v1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
BALCONY_outdoor,1.95,1.64,1.19,6.5,LOW,0.786,CARRY_BUCKETS,GOOD,28.7,37.9,81,HEAVY,0.462,2,2,mixed_edible_ornamental,1,0,0,0,synthetic_bootstrap_v1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
ROOFTOP_outdoor,5.11,2.61,1.96,6.1,LOW,0.453,CARRY_BUCKETS,OK,28.6,35.5,71,DRY,0.586,2,3,cooling_green,1,0,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
TERRACE_outdoor,1.95,1.41,1.38,10.7,LOW,0.208,CARRY_BUCKETS,OK,33.9,40.4,36,MODERATE,0.756,3,3,cooling_green,1,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
ROOFTOP_outdoor,15.32,4.35,3.52,9.8,LOW,0.405,CARRY_BUCKETS,OK,40.4,49.0,77,MODERATE,0.601,2,1,cooling_green,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
ROOFTOP_indoor,3.89,2.2,1.77,3.5,MEDIUM,0.931,CARRY_BUCKETS,GOOD,39.1,50.5,51,MODERATE,0.614,1,2,cooling_green,1,0,0,0,synthetic_bootstrap_v1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
ROOFTOP_outdoor,1.77,1.6,1.11,8.6,LOW,0.679,SPOUT_NEAR,POOR,34.0,41.2,55,MODERATE,0.737,1,2,food_garden,1,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
TERRACE_outdoor,2.43,1.89,1.29,7.8,LOW,0.693,HOSE_ON_DECK,GOOD,38.3,55.7,58,HEAVY,0.435,1,1,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
BALCONY_outdoor,8.65,3.51,2.46,8.4,LOW,0.431,CARRY_BUCKETS,GOOD,35.8,44.1,53,DRY,0.827,2,1,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
ROOFTOP_outdoor,10.53,3.94,2.67,10.9,MEDIUM,0.221,HOSE_ON_DECK,OK,34.7,46.1,71,DRY,0.866,0,3,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ROOFTOP_indoor,3.38,1.63,2.07,5.3,MEDIUM,0.865,CARRY_BUCKETS,GOOD,38.3,53.4,46,DRY,0.521,1,1,food_garden,1,0,1,0,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
ROOFTOP_outdoor,2.21,1.69,1.31,5.8,LOW,0.128,SPOUT_NEAR,GOOD,30.6,39.3,64,DRY,0.418,1,3,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
BALCONY_outdoor,3.23,2.08,1.55,8.6,LOW,0.548,RAIN_ONLY,OK,37.4,45.4,49,HEAVY,0.503,0,2,minimal_low_care,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
TERRACE_outdoor,1.5,1.41,1.06,11.0,LOW,0.477,CARRY_BUCKETS,POOR,40.0,51.2,55,DRY,0.562,0,0,mixed_edible_ornamental,1,0,0,1,synthetic_bootstrap_v1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BALCONY_outdoor,13.76,3.98,3.46,7.4,LOW,0.591,SPOUT_NEAR,OK,29.0,35.1,38,HEAVY,0.564,0,3,food_garden,1,0,0,0,synthetic_bootstrap_v1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
BALCONY_outdoor,9.64,3.85,2.5,7.9,LOW,0.234,HOSE_ON_DECK,POOR,29.9,48.7,59,HEAVY,0.389,2,2,mixed_edible_ornamental,0,0,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
ROOFTOP_indoor,1.5,1.05,1.43,2.4,MEDIUM,0.519,CARRY_BUCKETS,OK,37.4,52.7,38,MODERATE,0.846,0,3,ornamental_color,1,1,0,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
ROOFTOP_outdoor,4.38,1.99,2.2,11.4,LOW,0.321,RAIN_ONLY,GOOD,28.3,39.9,33,DRY,0.897,1,1,mixed_edible_ornamental,0,0,1,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
TERRACE_outdoor,1.54,1.47,1.05,9.9,MEDIUM,0.701,CARRY_BUCKETS,OK,34.5,44.0,44,HEAVY,0.422,3,3,mixed_edible_ornamental,1,1,0,1,synthetic_bootstrap_v1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
TERRACE_outdoor,5.32,2.42,2.2,8.0,MEDIUM,0.156,SPOUT_NEAR,GOOD,30.2,43.1,36,HEAVY,0.381,2,1,food_garden,1,0,0,0,synthetic_bootstrap_v1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
ROOFTOP_outdoor,5.17,2.72,1.9,8.6,LOW,0.83,SPOUT_NEAR,OK,33.5,40.0,72,DRY,0.355,2,0,cooling_green,1,1,1,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1
TERRACE_outdoor,2.59,1.49,1.74,6.4,MEDIUM,0.782,SPOUT_NEAR,GOOD,35.4,44.7,66,HEAVY,0.582,2,0,minimal_low_care,1,0,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
